Hirdetéskod,Cím,Leírás,URL,Vételár,Egyéb költségek,Fizetendő magyarországi forgalomba helyezés esetén,Okmányok jellege,Szín,Állapot,Műszaki vizsga érvényes,Helyszín,Évjárat,Kilométeróra állása,Üzemanyag,Hajtás,Hengerűrtartalom,Teljesítmény,Sebességváltó fajtája,Klíma fajtája,Téli gumi méret,Nyári gumi méret,Saját tömeg,Felszereltség,Kivitel
14791192,OPEL ASTRA H 1.4 Essentia 1 Tulajdonos-Magyarországi,Eladó a képen látható Opel Astra. Alkalmi ajánlat! Magyarországon újonnan forgalomba helyzett-1 Tulajdonos-Leinformálható előéletű és Futásteljesítményű-Rendszerese​n karbantartott autó melyhez ajándékba adunk egy szett téli gumi garniturát lemezfelnivel! Rendkívül megkímélt műszaki és esztétikai állapotú! Füstmentes motor-Koppanásmentes futómű-Pontos kuplung-Jéghideg klíma! 174.000 km-nél komplett fékcsere megtörtént! Jöjjön hozzánk bizalommal és tekintse meg Autóparkunkat. Külsős műhelyben történő állapotfelmérésre van lehetőség akár 1 év kiterjesztett Garanciával. Autóbeszámítás-Hitelügyintézés​-Átírás-Biztosításkötés-Készpé​nzes Autófelvásárlás lehetséges! Érdeklődni: 06 70 775 2525 vagy 06 70 636 3648-as telefonszámokon. Facebook: AGR Auto Kft,https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_4_essentia_1_tulajdonos-magyarorszagi-14791192,1249000,"","",Érvényes magyar okmányokkal,Ezüst (metál),Normál,2020/1,,2008,194909,Benzin,Első kerék,1 364 cm³,90,Manuális (5 fokozatú) sebességváltó,Manuális klíma,"",195/65 R 15,1 155 kg,"dönthető utasülések, ülésmagasság állítás, multifunkciós kormánykerék, ISOFIX rendszer, kikapcsolható légzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, fedélzeti komputer, pótkerék, ködlámpa, fényszóró magasságállítás, elektromos ablak elöl, elektromos tükör, ABS (blokkolásgátló), indításgátló (immobiliser), centrálzár, szervokormány, CD-s autórádió, AUX csatlakozó, MP3 lejátszás, 6 hangszóró",Ferdehátú
14809577,OPEL ASTRA H Caravan 1.9 CDTI Enjoy Navi Tempomat,"Kitűnő műszaki és esztétikai állapotú Opel Astra Caravan eladó! Az autó szervizkönyve, gyári kulcsai mind a rendelkezésre állnak. Két elem kivételével gyári, eredeti fényezés. A HD képek melletti ''dokumentumok'' fülre kattintva megtekinthetők az autó dokumentumai. KÉSZPÉNZES AUTÓFELVÁSÁRLÁS! BIZOMÁNYOS ÉRTÉKESÍTÉS, BIZTOSÍTÁS KÖTÉS, EREDETVIZSGÁLAT HELYBEN!",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_caravan_1_9_cdti_enjoy_navi_tempomat-14809577,1269999,"","",Érvényes magyar okmányokkal,Fekete (metál),Megkímélt,2021/2,,2007,130550,Dízel,Első kerék,1 910 cm³,120,Manuális (6 fokozatú) sebességváltó,Digitális klíma,"",195/65 R 15,1 280 kg,"ülésmagasság állítás, középső kartámasz, függönylégzsák, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, fedélzeti komputer, ABS (blokkolásgátló), ESP (menetstabilizátor), indításgátló (immobiliser), centrálzár, szervokormány, tempomat, ködlámpa, esőszenzor, elektromos ablak elöl, elektromos tükör, fűthető tükör, könnyűfém felni, színezett üveg, CD-s autórádió, GPS (navigáció), AUX csatlakozó",Kombi
14829959,OPEL ASTRA H 1.4 Enjoy Magyarországi.Friss nagyszerviz,"Megkímélt külső-belső állapot, végig vezetett szervizkönyv, friss nagyszerviz: Vezérmű lánc feszítőkkel és fogaskerekekkel kompletten cserélve, vízpumpa, szűrők és motorolaj cserélve, első féktárcsák betéttel cserélve. Felszereltség: ülésfűtés, klíma, el. ablak, centrálzár, 4 légzsák, stb. Ingyenesen leinformálható MAGYARORSZÁGI autó.",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_4_enjoy_magyarorszagi_friss_nagyszerviz-14829959,1270000,"","",Érvényes magyar okmányokkal,Fekete (metál),Kitűnő,2019/12,,2007,138000,Benzin,Első kerék,1 364 cm³,90,Manuális (5 fokozatú) sebességváltó,Manuális klíma,"",195/65 R 15,1 230 kg,"fűthető ülés, ülésmagasság állítás, multifunkciós kormánykerék, ISOFIX rendszer, kikapcsolható légzsák, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, fedélzeti komputer, pótkerék, ködlámpa, fényszóró magasságállítás, elektromos ablak elöl, elektromos tükör, fűthető tükör, színezett üveg, ABS (blokkolásgátló), indításgátló (immobiliser), centrálzár, szervokormány, CD-s autórádió, MP3 lejátszás, 6 hangszóró",Ferdehátú
14589978,OPEL ASTRA H Caravan 1.9 CDTI Enjoy,"Opel Astra H caravan eladó karbantartott jó műszaki és szép esztétikus állapotban. 1.9 CDTI 120 lóerős alacsony fogyasztású nyomatékos diesel motorral. 6 sebességes manuális váltóval. Gyári 2 kulcsos, szuper jó hideg klímával. 25% önerőtől hitelre is megvásárolható. Helyszíni hitelügyintézés! Mégtöbb kép és tesztvideó kereskedésünk weboldalán, m3autopark oldalunkon a lentebbi linkre kattintva. Lájkolj minket a facebookon, legyél Te is az ismerősünk. (facebook/m3autopark) Budapesti telephelyünkön teljes-körű gépjármű ügyintézés Autóhitel - Eredetiségvizsgálat - Okmányirodai ügyintézés - Biztosításkötés - KÉSZPÉNZES AUTÓFELVÁSÁRLÁS",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_caravan_1_9_cdti_enjoy-14589978,1280000,"","",Érvényes magyar okmányokkal,Fekete (metál),Megkímélt,2021/7,,2007,132127,Dízel,Első kerék,1 910 cm³,120,Manuális (6 fokozatú) sebességváltó,Digitális klíma,"",195/65 R 15,1 280 kg,"dönthető utasülések, ülésmagasság állítás, középső kartámasz, hűthető kesztyűtartó, multifunkciós kormánykerék, függönylégzsák, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, fedélzeti komputer, ABS (blokkolásgátló), ASR (kipörgésgátló), ESP (menetstabilizátor), indításgátló (immobiliser), centrálzár, szervokormány, esőszenzor, fényszóró magasságállítás, elektromos ablak elöl, elektromos ablak hátul, elektromos tükör, fűthető tükör, könnyűfém felni, színezett üveg, CD-s autórádió, AUX csatlakozó, MP3 lejátszás",Kombi
14824723,OPEL ASTRA H 1.4 Enjoy Magyarországi 185.000-km,"Képek szerinti kulturált külső, belső, állapotban eladó H Astra, Megbízható benzines motor, kis fogyasztású, folyamatosan szervizelt, futómű alkatrészek teljesen felújítva, szinte új vízpumpa, nagyon szép utastér, nem log a kárpit, nem karcos, nem szakadt, fényezése egységes, az illesztések pontosak, gyári szőnyeg garnitúra digitális klíma, bőr multi kormány, minden gyári kulcs, szervizkönyves, Enjoy felszereltség, 90% gumik. Autó beszámítás lehetséges.",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_4_enjoy_magyarorszagi_185_000-km-14824723,1290000,"","",Érvényes magyar okmányokkal,"",Kitűnő,2020/4,,2007,185000,Benzin,Első kerék,1 364 cm³,90,Manuális (5 fokozatú) sebességváltó,Digitális klíma,"",195/65 R 15,1 155 kg,"ülésmagasság állítás, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, állítható kormány, fedélzeti komputer, ABS (blokkolásgátló), ESP (menetstabilizátor), centrálzár, riasztó, szervokormány, elektromos ablak elöl, elektromos tükör, fűthető tükör, színezett üveg, CD-s autórádió, AUX csatlakozó, MP3 lejátszás, 6 hangszóró, HIFI",Ferdehátú
14741564,OPEL ASTRA H 1.4 Enjoy Magyarországi!!! Garantált km!! Szép állapot!!!!,Magyarországi második tulajdonos! Garantált km! Szép esztétikai és tökéletes műszaki állapot! Klíma elektromos ablak elektromos tükör vezetőoldali légzsák utasoldali légzsák ABS ISOFIX CD-s rádió stb. Az autó nem összekeverendő a külföldről behozott visszatekert órás leharcolt társaival!,https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_4_enjoy_magyarorszagi_garantalt_km_szep_allapot-14741564,1298000,"","",Érvényes magyar okmányokkal,"",Megkímélt,2021/8,,2007,151000,Benzin,Első kerék,1 364 cm³,90,Manuális (5 fokozatú) sebességváltó,Manuális klíma,"",195/65 R 15,1 155 kg,"ülésmagasság állítás, középső kartámasz, multifunkciós kormánykerék, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, fedélzeti komputer, pótkerék, elektromos ablak elöl, elektromos tükör, fűthető tükör, színezett üveg, centrálzár, szervokormány, CD-s autórádió",Ferdehátú
14800489,OPEL ASTRA H H 1.9 CDTi. klíma. digitklíma,"könnyűfém felnik nem dohányzó tulaj után, magas felszereltség, nagy teljesítményű motor, alacsony fogyasztás,   Hétfő–vasárnap, 9:00–21:00 - Közel 800 jó minőségű, ellenőrzött jármű közül választhat. - Minden autón 107 paramétert ellenőrzünk - Garantáltan kiváló piaci árak. - Hosszú próbautak. - A törlesztési időszak akár 84 hónap is lehet. - Kiemelkedően magas lízing jóváhagyási arány. - Ön választhat: zárt vagy nyílt végű lízing. - Telephelyünk a fóti Auchan mellet található",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_h_1_9_cdti_klima_digitklima-14800489,1300000,"","",Érvényes magyar okmányokkal,Fekete,Normál,"",,2007,175062,Dízel,Első kerék,1 910 cm³,150,Manuális (6 fokozatú) sebességváltó,Automata klíma,"","","","multifunkciós kormánykerék, fedélzeti komputer, elektromos ablak elöl, elektromos tükör, könnyűfém felni, szervokormány, rádió",Ferdehátú
14647915,OPEL ASTRA H Caravan 1.7 CDTI Classic III,"Eladó Opel Astra Caravan Classic III. 1.7 CDTI 125 lóerős (EURO 5-ös motorral szerelt (motorkód: A17DTR)) változatban magánszemély tulajdonostól. Rendszeresen karbantartott, nagyon szép külső és belső állapotban, érvényes műszaki vizsgával 2021. februárig. Nyári gumi: 16-os gyári alufelnivel szerelt Goodyear Efficientgrip Performace gumi 205/55R16 91V (DOT szám: 0617.) Magyarországon újonnan forgalomba helyezett. Jármű Szolgáltatási Platform adatai a dokumentuk mappában.",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_caravan_1_7_cdti_classic_iii-14647915,1300000,"","",Érvényes magyar okmányokkal,Piros,Normál,2021/2,,2011,259880,Dízel,Első kerék,1 686 cm³,125,Manuális (6 fokozatú) sebességváltó,Manuális klíma,205/55 R 16,205/55 R 16,1 362 kg,"ülésmagasság állítás, multifunkciós kormánykerék, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, állítható kormány, fedélzeti komputer, ABS (blokkolásgátló), ASR (kipörgésgátló), ESP (menetstabilizátor), rablásgátló, indításgátló (immobiliser), centrálzár, szervokormány, tempomat, részecskeszűrő, ködlámpa, fényszóró magasságállítás, elektromos ablak elöl, könnyűfém felni, színezett üveg, CD-s autórádió, kihangosító, bluetooth-os kihangosító, 4 hangszóró",Kombi
14680498,OPEL ASTRA H H 1.4 16V. MO-i. 1 tulaj. klíma,"első tulajdonos után első tulajdonostól, újszerű állapot, garázsban tartott jármű, nagyon szép és tiszta belső, jelentősebb elhasználódás jelei nelkül, nem dohányzó tulaj után, keveset futott kilométer számmal, alacsony fogyasztás, megbízható motor, reprezentatív jármű, rozsdamentes, a jármű újonnan Magyarországon márkakereskedésben lett vásárolva,   Hétfő–vasárnap, 9:00–21:00 - Közel 800 jó minőségű, ellenőrzött jármű közül választhat. - Minden autón 107 paramétert ellenőrzünk - Garantáltan kiváló piaci árak. - Hosszú próbautak. - A törlesztési időszak akár 84 hónap is lehet. - Kiemelkedően magas lízing jóváhagyási arány. - Ön választhat: zárt vagy nyílt végű lízing. - Telephelyünk: 040 Budaors, Sport utca 6.",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_h_1_4_16v_mo-i_1_tulaj_klima-14680498,1400000,"","",Érvényes magyar okmányokkal,Szürke,Normál,"",,2006,140328,Benzin,Első kerék,1 389 cm³,90,Manuális (5 fokozatú) sebességváltó,Manuális klíma,"","","","multifunkciós kormánykerék, szervokormány, rádió",Ferdehátú
14680237,OPEL ASTRA H H 1.4. 57227 km. szervízkönyv,"szervizkönyv, automata klíma, könnyűfém felnik alacsony fogyasztás, megbízható motor,   Hétfő–vasárnap, 9:00–21:00 - Közel 800 jó minőségű, ellenőrzött jármű közül választhat. - Minden autón 107 paramétert ellenőrzünk - Garantáltan kiváló piaci árak. - Hosszú próbautak. - A törlesztési időszak akár 84 hónap is lehet. - Kiemelkedően magas lízing jóváhagyási arány. - Ön választhat: zárt vagy nyílt végű lízing. - Telephelyünk a fóti Auchan mellet található",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_h_1_4_57227_km_szervizkonyv-14680237,1400000,"","",Érvényes magyar okmányokkal,Ezüst,Normál,"",,2005,57227,Benzin,Első kerék,1 364 cm³,90,Manuális (5 fokozatú) sebességváltó,Automata klíma,"","","","multifunkciós kormánykerék, fedélzeti komputer, elektromos ablak elöl, elektromos tükör, könnyűfém felni, szervokormány, rádió",Ferdehátú
14680229,OPEL ASTRA H H 1.7 CDTI. MO-i. szervízkönyv,"szervizkönyv, automata klíma újszerű állapot, a jármű újonnan Magyarországon márkakereskedésben lett vásárolva,   Hétfő–vasárnap, 9:00–21:00 - Közel 800 jó minőségű, ellenőrzött jármű közül választhat. - Minden autón 107 paramétert ellenőrzünk - Garantáltan kiváló piaci árak. - Hosszú próbautak. - A törlesztési időszak akár 84 hónap is lehet. - Kiemelkedően magas lízing jóváhagyási arány. - Ön választhat: zárt vagy nyílt végű lízing. - Telephelyünk a fóti Auchan mellet található",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_h_1_7_cdti_mo-i_szervizkonyv-14680229,1400000,"","",Érvényes magyar okmányokkal,Fekete,Normál,"",,2007,103704,Dízel,Első kerék,1 686 cm³,110,Manuális (6 fokozatú) sebességváltó,Automata klíma,"","","","multifunkciós kormánykerék, fedélzeti komputer, elektromos ablak elöl, elektromos tükör, szervokormány, rádió",Ferdehátú
14633993,OPEL ASTRA H H 1.6 16V. MO-i. klíma,"automata klíma garázsban tartott jármű, nagyon szép és tiszta belső, jelentősebb elhasználódás jelei nelkül, nem dohányzó tulaj után, alacsony fogyasztás, megbízható motor, a jármű újonnan Magyarországon márkakereskedésben lett vásárolva,   Hétfő–vasárnap, 9:00–21:00 - Közel 800 jó minőségű, ellenőrzött jármű közül választhat. - Minden autón 107 paramétert ellenőrzünk - Garantáltan kiváló piaci árak. - Hosszú próbautak. - A törlesztési időszak akár 84 hónap is lehet. - Kiemelkedően magas lízing jóváhagyási arány. - Ön választhat: zárt vagy nyílt végű lízing. - Telephelyünk: 040 Budaors, Sport utca 6.",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_h_1_6_16v_mo-i_klima-14633993,1400000,"","",Érvényes magyar okmányokkal,Fekete,Normál,"",,2009,208812,Benzin,Első kerék,1 598 cm³,116,Manuális (5 fokozatú) sebességváltó,Automata klíma,"","","","multifunkciós kormánykerék, fedélzeti komputer, elektromos ablak elöl, elektromos tükör, szervokormány, rádió",Ferdehátú
14782249,OPEL ASTRA H 1.6 Cosmo Első tulajdonos Gyönyörű állapot!!!,Eladó egy Valóban megkímélt állapotban lévő Opel Astra H erösebbik motoros 1.6 benzines autó! Gyönyörű esztétikai és tökéletes műszaki állapot! Digit klíma vezetőoldali légzsák utasoldali légzsák szervokormány multifunkciós kormánykerék elektromos ablak elektromos tükör ABS CD-s autórádió ISOFIX stb. Az autó nem összekeverendő a visszatekert órás külföldről behozott bizonytalan eredetű társaival!,https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_6_cosmo_elso_tulajdonos_gyonyoru_allapot-14782249,1448000,"","",Érvényes magyar okmányokkal,"",Megkímélt,"",,2007,155000,Benzin,Első kerék,1 598 cm³,116,Manuális (5 fokozatú) sebességváltó,Digitális klíma,"",205/55 R 16,1 230 kg,"plüss kárpit, multifunkciós kormánykerék, ISOFIX rendszer, utasoldali légzsák, vezetőoldali légzsák, hátsó fejtámlák, fedélzeti komputer, pótkerék, ködlámpa, elektromos ablak elöl, elektromos tükör, fűthető tükör, könnyűfém felni, ABS (blokkolásgátló), centrálzár, szervokormány, CD-s autórádió",Ferdehátú
14790164,OPEL ASTRA H Caravan 1.7 CDTI Enjoy Sérülésmentes magánszemélytől,"Az autót németországi magánszemélytől vásároltam (hölgy) től 111200km el. 129000 km van most benne. 2 x volt olajcserén 1 garnitúra gyári fékbetétek kapott. Ezen kívűl más gond nem volt vele ez idő alatt. Új téli gumik16, új nyári gumik 17. Vezetett szervizkönyv (motul olajjal) magas felszereltségű, megkímélt állapotban eladó. Gyári minden az autón! Garázsban tartott, védőfoliával ellátval küszöbök és lökhárító. Az auto per és tehermentes nevemen van. Az ár Téli gumik nélkül 1.4 Millió Ft",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_caravan_1_7_cdti_enjoy_serulesmentes_maganszemelytol-14790164,1469999,"","",Érvényes magyar okmányokkal,"",Sérülésmentes,2020/12,,2009,129000,Dízel,Első kerék,1 686 cm³,110,Manuális (6 fokozatú) sebességváltó,Manuális klíma,"",195/65 R 15,1 280 kg,"dönthető utasülések, fűthető ülés, ülésmagasság állítás, automatikusan sötétedő belső tükör, hűthető kesztyűtartó, multifunkciós kormánykerék, hátsó oldal légzsák, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, állítható kormány, fedélzeti komputer, tolatóradar, ABS (blokkolásgátló), ASR (kipörgésgátló), ESP (menetstabilizátor), centrálzár, szervokormány, tempomat, pótkerék, automatikusan sötétedő külső tükör, elektromosan behajtható külső tükrök, esőszenzor, fényszóró magasságállítás, fényszórómosó, elektromos ablak elöl, elektromos ablak hátul, elektromos tükör, könnyűfém felni, színezett üveg, rádiós magnó, CD-s autórádió, kihangosító, AUX csatlakozó, MP3 lejátszás",Kombi
14760290,OPEL ASTRA H 1.4 Essentia,"Gyári fényezéssel, szevizkönyvvel, megkímélt szép sérülésmentes állapotban eladó.",https://www.hasznaltauto.hu/szemelyauto/opel/astra_h/opel_astra_h_1_4_essentia-14760290,1490000,"","",Érvényes magyar okmányokkal,"",Kitűnő,2020/3,,2009,184000,Benzin,Első kerék,1 364 cm³,90,Manuális (5 fokozatú) sebességváltó,Manuális klíma,"",195/65 R 15,1 230 kg,"dönthető utasülések, ülésmagasság állítás, oldallégzsák, utasoldali légzsák, vezetőoldali légzsák, állítható kormány, fedélzeti komputer, pótkerék, elektromos ablak elöl, elektromos tükör, fűthető tükör, könnyűfém felni, színezett üveg, ABS (blokkolásgátló), ESP (menetstabilizátor), centrálzár, szervokormány, CD-s autórádió, MP3 lejátszás",Ferdehátú
